0,Mechanically Separated Chicken Products
1,Various Beef Products
2,Beef Franks
3,Beef and Pork Products
4,Spiral Hams
5,Cheeseburger Mac Products
6,Frozen Chicken Products
7,Chicken Salad Products
8,Various Meat and Poultry Products
9,Beef Products
10,Chicken Noodle Soup
11,Beef Jerky
12,Various Beef Products
13,Beef Jerky Products
14,Dried Egg Products
15,Various Meat Products
16,Liver Pâté
17,Chicken Products
18,Chicken Products
19,Fettuccini Alfredo with Chicken Products
20,Chicken Nugget Products
21,Salami Type Products
22,Chicken Breast Tenders Products
23,Hot Dog Products
24,Baby Back Ribs
25,Barbecue Pork Products
26,Curry Chicken Salad
27,Pork and Poultry Products
28,Pork Products
29,Ground Beef Products
30,Chicken Breast and Tender Products
31,Beef Products
32,Boneless Skinless Chicken Breasts
33,Ribeye and Carcass Products
34,Turkey Base
35,Chicken Pad Thai
36,Slab Bacon
37,Pork Mini Buns Products
38,Sausage Products
39,Pork Products
40,Raw Pork Nugget Products
41,Deli Ham Product
42,Beef Products
43,Chicken Products
44,Various Chicken Products
45,Grilled Chicken Product
46,Sausage Product
47,Ready-to-Eat Products
48,Raw Boneless Turkey Breasts
49,Sausage Product
50,Chicken Strip Products
51,Chicken Nugget Product
52,Ground Beef Products
53,Chicken Caesar Salad Kits
54,Breaded Chicken Product
55,"Fresh, Raw Chicken Products"
56,Pork Sausage
57,Beef Jerky Products
58,Uncured Beef Corn Dogs
59,Frozen Chicken Breast Strips
60,Beef Products
61,Beef Jerky Products
62,Ground Beef
63,Pork Blood Product
64,Beef Jerky Products
65,Ground Beef Products
66,Beef Products
67,Meat and Poultry Products
68,Italian Style Wedding Soup
69,Chicken Products
70,Lamb Products
71,Salad with Chicken
72,Chicken Products
73,Chicken Products
74,Boudin Products
75,Pork Products
76,Frozen Pork Products
77,Pierogi Products
78,Pretzel Dog Products
79,Pork Products
80,Sausage Products
81,Ground Beef Products
82,Pork Belly Product
83,Chef Salads with Ham and Turkey
84,Spicy Sausage Pasta Products
85,Hickory Smoked Sliced Bacon
86,Pork Products
87,Sliced Uncured Apple Smoked Bacon
88,Pork Products
89,Pork products
90,Chicken and Beef Products
91,Beef and Pork Products
92,Chicken Products
93,Canned Soup Products
