0,Pepperoni Sticks
1,RTE Tasso Spicy Ham
2,RTE Chicken Salad
3,RTE Chicken Salad Products
4,CHICKEN TENDER FRITTER
5,Meatball product
6,RTE beef jerky
7,Raw Intact Pork
8,Pork Soup with Rendered Pork Fat
9,Chicken Empanada and Pork Empanada
10,Chicken Patty Products
11,Frozen Beef Products
12,Chicken salad
13,Pork and Shrimp Dumplings
14,Raw Turkey Sausage
15,Chicken sausages
16,Ready-To-Eat Meat Products
17,Salami
18,Raw Ground Beef and Pork Products
19,"Raw, Intact Siluriformes"
20,Pork Sausage Product
21,Raw Non-Intact Beef Products
22,Raw Beef Product
23,Mickey Brown's Beef Burritos
24,Beef Jerky Products
25,Thermally Processed Chicken
26,Frozen meat and poultry products
27,Raw Beef Products
28,Curry Chicken Salad
29,Bar-B-Q Sauce with Pulled Beef
30,Banquet Family Salisbury Steak with
31,RTE beef pattys
32,RTE Poultry and Meat Salad Products
33,Armour Dried Sliced Beef
34,Ground Beef
35,FCNSS Meat Sausage Products
36,Chicken Tortilla Soup
37,RTE sausage and hot dog products
38,Hempler's Family Classic Pepperoni
39,Calzone
40,Canned Pork and Chicken products
41,Egg and Pork Sausage Burritos
42,RTE Smoked Pork and Beef Sausage
43,"Various Raw, Frozen Beef, Pork, Poultry and Siluriformes"
44,RTE ground beef patty products
45,Meat Raviolis
46,NRTE Breaded Poultry Products
47,Smoked Beef Sausages
48,RTE Sliced Ham
49,"Poultry, Pork, and Beef products"
50,Raw Ground Beef
51,Pastrami
52,Pork Lard
53,Black Forest Ham
54,Jerky and Meat Sticks
55,Canned chicken gravy products
56,Wasabi Chicken Wrap
57,Fully cooked pork products
58,Beef Jerky product
59,Raw poultry products
60,Raw and cooked pork and beef
61,Chicken Salad
62,pepperoni five cheese calzones
63,"Ground beef, beef patty mix"
64,Pork egg rolls
65,Raw pork sausage products
66,Pork and beef bologna
67,Homestyle Meatloaf
68,Ground Beef
69,Beef and Pork Meatloaf
70,Dried Smoked Siluriformes
71,Ground beef chuck products
72,RTE Beef Patty Crumbles
73,Beef Manti products
74,RTE Chicken Salad
75,Various RTE chicken
76,Chorizo
77,Philly Beef Steak
78,Beef dumplings
79,Raw pork sausage links
80,Ground beef chuck products
81,RTE Olive Loaf
82,RTE Teriyaki Beef Jerky Products
83,RTE Ham
84,Raw nonintact beef
85,RTE Breaded Chicken products
86,Beef and poultry products
87,RTE Pork Head Cheese
88,Chicken Jerky Products
89,NRTE meat and poultry products
90,RTE meat and poultry products
91,RTE salad with bacon
92,RTE salads
93,RTE salad and wrap products
94,RTE pork products
95,RTE salad with meat
96,RTE salads with chicken
97,Taquitos
98,RTE salads and bowls with chicken
99,Ready-to-Eat (RTE) chicken and beef
100,RTE Meat and Poultry products
101,Ready-to-Eat (RTE) chicken wrap pro
102,RTE meat and poultry products
103,Smoked whole chicken
104,RTE Grilled chicken strips
105,NRTE meat and poultry products
106,Corned beef
107,Chicken Tortellini
108,Pork patties
109,Chicken Burritos
110,RTE chicken salad
111,Raw Ground Turkey
112,Raw ground beef products
113,Raw non-intact ground beef products
114,Marinated raw non-intact chicken
115,RTE pork products
116,Meat and poultry products
117,Raw chicken breast product
118,Spicey Snack Sticks
119,RTE Sausage Links
120,Raw intact beef products
121,Siluriforrms
122,Chicken wraps
123,Raw non intact turkey products
124,RTE sausage products
